PredictEd Knowledge Map,Version,11,LTM
de,11204,la,mettre,couleur,forest,parte,1803,15,12,1,1
frères,16,avec,d,paillart,des,»,1,1,1,1,1
contient,16,aussi,que,un,en,les,2,1,2,1,1
sortie,16,de,du,d,pour,éventuelle,3,2,1,1,1
question,16,de,épistémologique,recevaient,en,mathématique,4,1,1,1,1
quartiers,16,à,récents,résidentiels,de,du,1,1,1,1,1
petites,16,exploitations,servaient,communautés,fusées,conférences,2,1,1,1,1
front,16,et,sud,par,de,grec,3,1,1,1,1
pièce,16,baroque,d,et,vivante,admissible,1,1,1,1,1
football,16,français,était,club,américain,basé,1,1,1,1,1
centrale,16,de,contient,utilise,des,d,2,2,1,1,1
pression,16,ni,ont,pour,immobilière,fiscale,1,1,1,1,1
personnel,16,de,chargé,provenant,en,diffusé,2,1,1,1,1
historiques,16,et,des,en,aussi,d,3,2,1,1,1
éviter,16,la,une,tout,ce,cette,4,2,1,2,1
paroisse,16,de,par,puis,avec,a,8,1,1,1,1
apprend,16,que,à,l,ensuite,plus,3,2,2,1,1
indique,16,par,le,l,la,une,2,2,2,1,1
attaque,16,le,férocement,par,tout,sur,1,1,1,1,1
meilleurs,16,albums,éléments,exemples,guitaristes,gardiens,1,1,1,1,1
côte,16,est,à,d,nord,avec,2,2,1,1,1
entièrement,16,construits,prévu,et,sur,le,1,1,1,1,1
telle,16,liste,enceinte,pensée,sorte,nodar,1,1,1,1,1
iv,16,et,direction,s,d,est,2,1,1,1,1
héros,16,pour,en,triboulet,ordinaire,joué,1,1,1,1,1
appelée,16,«,guerre,microgamétogenèse,bad,bras,2,1,1,1,1
appelés,16,les,antiarthrosiques,par,welsches,agnus,8,1,1,1,1
contrairement,16,à,aux,au,#,#,9,4,3,0,0
tire,16,son,sur,de,la,sa,3,2,1,1,1
vente,16,de,n,des,directe,d,5,1,2,1,1
particulière,16,à,du,en,qui,chez,2,1,1,1,1
publications,16,de,qui,artistiques,en,sur,3,2,1,1,1
longueur,16,de,ultime,pour,des,par,5,1,1,1,1
rejoindre,16,les,le,chez,la,ner,4,3,1,2,1
justice,16,sont,et,obtenue,chris,s,1,1,1,1,1
capitale,16,allemande,entre,à,du,des,1,1,1,1,1
collège,16,et,des,saint,royal,elizabeth,4,2,1,1,1
van,16,dongen,dam,dael,helmont,stabel,2,2,1,1,1
débute,16,sa,en,à,des,juste,3,3,2,1,1
valeurs,16,du,bourgeoises,culturelles,climatique,de,2,1,1,1,1
rome,16,étaient,doit,ou,un,à,1,1,1,1,1
claude,15,roiron,giraud,goudimel,michelet,flamand,1,1,1,1,1
perdu,15,de,ses,la,le,dans,2,2,1,1,1
changement,15,de,périodique,dans,social,notable,6,1,1,1,1
née,15,à,le,ou,ce,dès,6,3,1,1,1
quelque,15,sorte,temps,chose,importance,habitants,4,3,3,1,1
voies,15,de,et,nouvelles,ont,ferrées,3,2,1,1,1
formule,15,de,jusqu,retenue,chimique,introductrice,3,1,1,1,1
littéraire,15,de,antillaise,commence,devenait,français,3,1,1,1,1
choses,15,deviennent,vont,se,de,que,1,1,1,1,1
certaine,15,manière,sur,permissivité,taxe,unité,1,1,1,1,1
élu,15,pour,en,par,à,maire,2,2,1,1,1
règles,15,l,que,particulières,religieuses,concernant,1,1,1,1,1
géographique,15,de,restreint,à,au,idéale,3,1,1,1,1
participer,15,à,au,aux,directement,et,9,2,2,1,1
présentent,15,sous,les,sur,pas,une,2,2,1,1,1
peintre,15,et,jean,d,figuratif,appartenant,3,1,1,1,1
contact,15,avec,des,régulier,ne,thermique,7,2,1,1,1
remplacé,15,par,en,de,son,à,9,2,1,1,1
aide,15,aux,également,au,éventuellement,logistique,1,1,1,1,1
destruction,15,de,d,se,du,que,5,1,1,2,1
semaines,15,plus,de,jusqu,classiques,à,2,2,1,1,1
collaboration,15,avec,pacifique,temporaire,entre,éventuelle,4,1,1,1,1
artistes,15,actuels,de,la,a,à,1,1,1,1,1
considère,15,que,les,comme,qu,à,4,1,2,1,1
artistique,15,dont,laissé,au,à,pendant,1,1,1,1,1
victimes,15,avaient,dans,sont,portent,à,2,1,1,1,1
difficultés,15,à,de,sans,pour,ce,4,1,1,1,1
consiste,15,à,l,dans,qu,en,11,1,1,1,1
image,15,emblématique,et,voisine,agrandie,qu,1,1,1,1,1
correspond,15,à,aux,parfaitement,le,davantage,9,1,1,1,1
pape,15,pie,fut,accéda,ou,paul,2,2,1,1,1
festival,15,de,d,mondial,du,pour,4,2,1,1,1
montagnes,15,russes,de,qui,les,enneigées,4,2,1,1,1
lettres,15,et,novus,qui,patentes,croît,4,1,1,1,1
seront,15,entendues,effectivement,testés,envoyées,touchés,1,1,1,1,1
travaille,15,présentement,pour,le,au,appartiennent,1,1,1,1,1
meilleure,15,gestion,visibilité,combinaison,buteur,qualité,1,1,1,1,1
canal,15,du,ionique,Érié,et,vocal,2,1,1,1,1
lutte,15,contre,armée,anti,dans,clandestine,7,1,1,1,1
disponible,15,en,ou,sur,avec,sous,2,2,2,1,1
mesures,15,de,qui,possèdent,n,forment,3,1,1,1,1
humaine,15,dans,du,ni,à,sur,3,1,1,1,1
centres,15,de,le,universitaires,structurants,historiques,5,2,1,1,1
cycle,15,de,d,en,cellulaire,picturale,3,2,1,1,1
protection,15,des,de,d,du,thermique,4,3,2,1,1
décrit,15,le,sous,la,comme,même,2,1,1,1,1
fonctionnement,15,de,du,humain,reposant,le,5,2,1,1,1
sujets,15,comme,de,hollow,sont,atteints,2,2,1,1,1
relation,15,avec,sexuelle,maître,fallacieuse,entre,2,1,1,1,1
île,15,isolée,au,nommée,vide,volcanique,2,1,1,1,1
reconnu,15,comme,dans,pour,où,être,6,2,1,1,1
meilleures,15,conditions,armes,performances,pouliches,recrues,2,1,1,1,1
socialiste,15,avec,et,de,sfio,manuel,1,1,1,1,1
chine,15,et,espère,en,comme,bibliographie,3,1,1,1,1
fil,15,de,des,d,à,du,7,4,1,1,1
sortir,15,prématurément,avec,tout,un,tj,1,1,1,1,1
catégorie,15,b,sur,supérieure,producteurs,de,1,1,1,1,1
densité,15,de,moyenne,d,maximale,s,7,2,2,1,1
quasi,15,des,aux,inexistant,illimitées,du,2,1,1,1,1
élèves,15,qui,étaient,porteurs,non,de,2,1,1,1,1
eut,15,l,de,décrit,également,bientôt,2,2,1,1,1
italie,15,pour,et,aux,force,liens,2,2,1,1,1
épisode,15,de,est,diffusé,double,a,3,2,1,1,1
auteur,14,de,malienne,à,et,français,2,1,1,1,1
ciel,14,du,avant,à,a,laissait,2,1,1,2,1
démographie,14,lieux,Économie,le,canal,en,5,2,2,1,1
constituent,14,une,des,le,pas,au,3,2,2,1,1
visible,14,sur,dans,depuis,à,en,2,1,1,2,1
symbole,14,de,du,universel,ne,féminin,3,2,1,1,1
distingue,14,par,deux,ici,vivement,de,3,1,1,1,1
supérieure,14,à,des,par,au,compte,3,2,1,2,1
commandement,14,de,militaire,du,central,»,3,2,2,1,1
internet,14,de,des,est,free,www,3,1,1,1,1
médias,14,et,chinois,se,écrits,locaux,3,1,1,1,1
marqué,14,par,que,pour,l,keanu,3,2,1,1,1
el,14,regiment,hammam,hadj,roda,stew,1,1,1,1,1
soviétique,14,constructions,reçut,en,qu,des,1,1,1,1,1
expériences,14,de,les,commerciales,une,que,2,2,1,1,1
blanche,14,était,par,la,pour,composée,1,1,1,1,1
exemples,14,de,précédents,bien,ci,sont,7,1,1,1,1
reçu,14,de,un,le,aucune,sa,2,2,2,1,1
page,14,qui,nommée,doit,sur,qu,1,1,1,1,1
européen,14,de,et,à,car,vintur,3,2,1,1,1
prévu,14,en,de,pour,d,qu,2,2,2,1,1
obtenir,14,un,la,une,des,réparation,4,3,2,1,1
fuite,14,et,des,générale,pour,pigmentaire,2,1,1,1,1
masse,14,d,du,nécessaire,corporelle,résultant,3,1,1,1,1
leader,14,du,de,le,espagnol,aux,6,3,1,1,1
régulièrement,14,restaurée,projeté,arrosée,leur,constatés,1,1,1,1,1
martin,14,lee,meurt,brundle,kay,depuis,1,1,1,1,1
single,14,à,miss,au,could,s,1,1,1,1,1
gouverneur,14,de,à,civil,unique,entrent,3,1,1,1,1
monument,14,aux,historique,à,unique,élevé,4,3,2,1,1
coût,14,de,et,l,dans,est,7,1,1,1,1
retrouver,14,le,avec,ses,son,un,3,1,1,1,1
envoyé,14,en,par,nulle,au,devant,5,2,1,1,1
considérée,14,comme,par,indépendamment,encore,#,11,1,1,1,0
joué,14,dans,en,le,par,dix,3,3,1,1,1
distance,14,de,entre,sur,du,à,4,2,1,1,1
crise,14,d,sociale,politique,de,diplomatique,2,1,1,1,1
théorie,14,de,générale,économique,des,effective,5,1,1,1,1
original,14,du,the,tient,plutôt,sans,4,1,1,1,1
appelle,14,un,et,maintenant,hindouisme,langues,2,1,1,1,1
représentation,14,de,des,dragon,sarcastique,cohérente,4,4,1,1,1
philosophie,14,des,druidique,à,«,sociale,1,1,1,1,1
restauration,14,de,des,d,qui,entière,3,1,1,1,1
disposition,14,reste,une,pour,d,de,1,1,1,1,1
tuer,14,celui,ou,en,le,si,1,1,1,1,1
police,14,et,de,est,en,politique,3,3,1,1,1
bernard,14,»,demotz,plossu,clavel,comment,1,1,1,1,1
direct,14,avec,et,au,la,les,3,1,1,1,1
gagner,14,l,la,dalhousie,des,en,3,2,1,1,1
docteur,14,en,strange,sheppard,ès,william,2,1,1,1,1
côtés,14,de,d,des,du,ouest,6,2,2,1,1
message,14,mais,chiffré,est,officiel,initial,1,1,1,1,1
transformation,14,en,des,d,phonique,de,3,2,2,1,1
accepte,14,de,le,douloureusement,à,la,5,1,1,1,1
photographie,14,cinématographique,débutant,pendant,au,dans,1,1,1,1,1
réserve,14,mais,ne,d,sa,joue,1,1,1,1,1
plaine,13,marécageuse,où,soit,de,bosselée,1,1,1,1,1
cent,13,vingt,ans,cinquante,clochers,contredanses,4,2,1,1,1
oiseaux,13,et,se,font,le,entrèrent,2,1,1,1,1
bateau,13,à,de,par,non,en,1,1,1,1,1
utilisant,13,une,m,les,l,xcode,2,1,2,1,1
george,13,stovall,thomason,et,iii,augustus,1,1,1,1,1
princesse,13,léa,pour,s,se,henriette,1,1,1,1,1
finit,13,par,sa,également,ainsi,meilleur,7,2,2,1,1
épouse,13,la,tzippi,demeura,de,alors,2,1,1,1,1
via,13,la,le,une,des,pressins,5,2,2,2,1
note,13,la,également,apocalyptique,secrète,dans,2,1,1,1,1
voitures,13,que,comportaient,concurrentes,ont,où,1,1,1,1,1
championnats,13,du,d,de,#,#,7,4,2,0,0
dire,13,que,«,pas,samuel,le,2,2,1,1,1
prises,13,les,sur,en,recherchées,de,2,2,1,1,1
somme,13,de,fut,d,financera,des,4,1,1,1,1
fondée,13,en,le,sur,par,officiellement,6,2,1,1,1
assurer,13,leur,que,sa,une,à,2,1,1,2,1
choisit,13,le,comme,pour,s,ses,2,1,1,1,1
décision,13,de,est,au,fut,pourrait,3,2,1,1,1
dos,13,de,et,contre,aux,des,3,2,1,1,1
dite,13,«,plus,thé,« culture,aussi,3,1,1,1,1
laisser,13,les,levoi,place,passer,leur,1,1,1,1,1
chanter,13,avec,en,sur,les,des,1,1,1,1,1
risque,13,de,près,qui,pour,sont,6,1,1,1,1
ouverte,13,à,en,que,la,et,3,2,1,1,1
article,13,connexe,dans,dun,sur,présentant,3,2,1,1,1
pierres,13,de,à,les,sont,brutes,2,1,1,1,1
maurice,13,vaxmakher,mignon,grosse,mottard,o,2,1,1,1,1
construits,13,pour,dans,sur,avant,par,2,2,2,1,1
progressivement,13,de,les,ils,estompées,s,1,1,1,1,1
chien,13,le,de,puisque,traversant,s,1,2,1,1,1
légèrement,13,fissurée,les,grivois,inclinées,le,1,1,1,1,1
vaste,13,vallée,vers,site,installation,répertoire,1,1,1,1,1
resté,13,dans,en,fidèle,quelque,longtemps,2,1,1,1,1
prisonniers,13,de,d,et,phocidiens,civils,2,1,1,1,1
missions,13,et,archéologiques,sont,essentielles,des,1,1,1,1,1
publication,13,à,des,l,du,de,2,2,1,1,1
connaît,13,un,peu,de,une,au,2,2,1,1,1
mots,13,légèrement,composés,d,ou,empruntés,1,1,1,1,1
accueille,13,les,l,actuellement,de,lors,5,2,1,1,1
sciences,13,de,sociales,physiques,morales,et,3,2,2,1,1
produire,13,une,de,leur,le,des,3,2,1,1,1
espèce,13,du,de,déjà,dans,mesure,2,1,1,1,1
naturel,13,régional,du,et,qui,peut,2,2,2,1,1
grec,13,et,ancien,ἀγαθός,avant,dyspnoia,2,2,1,1,1
domination,13,chinoise,avec,française,soviétique,est,1,1,1,1,1
compris,13,l,une,au,la,étaient,1,1,1,1,1
william,13,morris,blackstone,stryker,darrow,pollack,1,1,1,1,1
église,13,pourrait,et,à,subsiste,vient,1,2,1,1,1
quel,13,est,que,ordre,système,lieu,2,2,1,1,1
armées,13,et,thématiques,christian,célestes,allemandes,2,1,1,1,1
conflit,13,avec,que,militaire,contre,mondial,5,1,1,1,1
construire,13,des,autour,ou,dans,avec,3,2,1,1,1
sociales,13,et,ne,françaises,significatives,de,3,1,1,1,1
éditions,13,d,copernic,du,ultérieures,hatier,1,1,1,1,1
seules,13,les,quelques,six,et,de,3,2,1,1,1
aider,13,à,le,knut,l,jc,3,1,1,1,1
religieux,13,et,sans,ont,important,divisé,1,1,1,1,1
saisons,13,et,avec,de,suivantes,se,1,2,1,1,1
fonde,13,avec,le,un,sa,de,2,1,1,1,1
ouvert,13,par,et,au,pour,des,2,2,2,2,1
chanteuse,13,de,connie,jelle,poe,enchaîne,1,1,1,1,1
constituée,13,de,en,d,par,afin,6,2,2,1,1
laissé,13,un,par,emporter,ouverte,vacant,1,1,1,1,1
électrique,13,utilisé,entre,qui,option,dans,1,2,1,1,1
dizaines,13,de,d,#,#,#,11,2,0,0,0
choisi,13,par,pour,en,cette,d,2,2,2,1,1
représentent,13,environ,la,pas,le,un,3,2,1,1,1
îles,13,marshall,qui,au,saint,cork,1,1,1,1,1
opérations,13,de,manufacturières,contre,sont,peuvent,4,1,1,1,1
parlement,13,et,colombien,en,approuve,siège,2,1,1,1,1
firent,12,enterrer,irruption,appel,descendre,beaucoup,1,1,1,1,1
pleine,12,expansion,vitesse,d,révolution,croissance,2,1,1,1,1
quitte,12,le,la,alors,l,saint,4,3,1,1,1
matin,12,à,et,environ,je,visent,1,2,1,1,1
françois,12,damiens,beaudouin,prend,buron,dans,1,1,1,1,1
industrielle,12,de,et,des,textile,nord,3,2,1,1,1
michael,12,ironside,est,hebbert,cleveland,collins,1,1,1,1,1
littérature,12,scandinave,depuis,contemporaine,est,médiévale,1,1,1,1,1
trafic,12,de,voyageurs,durant,illicite,moyen,2,1,1,1,1
cheveux,12,de,connu,en,clairs,d,2,1,1,1,1
heure,12,environ,du,horloge,être,et,1,1,1,1,1
flotte,12,de,française,compte,et,soviétique,4,2,1,1,1
restera,12,cinq,en,trois,ainsi,un,1,2,1,1,1
parole,12,et,de,sacrée,une,aux,3,2,1,1,1
remporté,12,le,dans,par,plusieurs,son,3,1,1,1,1
congrès,12,de,d,socialiste,en,que,4,1,1,1,1
conduit,12,un,bonner,une,en,par,1,1,1,1,1
spécial,12,aflaq,permettant,du,pour,à,1,1,1,1,1
température,12,dans,ambiante,augmente,du,de,2,1,1,1,1
sang,12,et,cuit,desoxygéné,qui,dont,5,1,1,1,1
veille,12,de,à,réchauffé,la,#,6,3,1,1,0
comment,12,cette,fonctionne,hector,la,se,1,1,1,1,1
super,12,g,smash,saïyen,pouvoirs,guerrier,2,2,1,1,1
figure,12,féminine,le,de,romantique,parmi,2,1,1,1,1
daniel,12,zolinsky,marcillat,willems,nie,surveille,1,1,1,1,1
reprise,12,temporaire,à,en,peu,aux,1,1,1,1,1
étape,12,de,entraîna,débute,dans,que,3,1,1,1,1
venant,12,de,d,en,du,que,5,2,1,1,1
mourut,12,quelque,asphyxié,en,peu,chrétiennement,1,1,2,1,1
privée,12,concerne,des,dans,bénéficiant,lindsay,1,2,1,1,1
vin,12,après,est,au,sont,de,1,1,1,1,1
retourne,12,en,dans,toute,avec,à,3,2,1,1,1
longues,12,permettant,discussions,plumes,périodes,années,1,1,1,1,1
profit,12,de,du,d,des,pour,3,2,2,1,1
complexe,12,ultraspecifique,que,avec,présentant,à,1,1,1,1,1
basé,12,sur,à,#,#,#,8,4,0,0,0
journaliste,12,depuis,aux,de,pigiste,et,1,1,1,1,1
vision,12,est,intérieure,où,de,du,3,1,1,1,1
mi,12,mi,par,à,et,qui,2,1,1,1,1
externe,12,calculer,voir,le,fourni,#,1,1,1,1,0
norme,12,de,linguistique,induite,iso,sgml,2,1,1,1,1
virus,12,de,minute,of,grâce,du,2,1,1,1,1
apparition,12,dans,à,publique,»,respective,2,2,1,1,1
facilement,12,devenir,visible,les,décelables,malgré,1,1,1,1,1
afrique,12,du,et,afin,orientale,»,3,1,1,1,1
entreprise,12,spécialisée,industrielle,danoise,commerciale,de,3,1,1,1,1
facile,12,à,de,pour,#,#,7,3,1,0,0
albums,12,sont,de,cartonnés,favoris,en,2,1,1,1,1
définition,12,définition,linguistique,au,de,d,1,1,1,1,1
développer,12,les,un,dans,de,avec,2,2,1,1,1
boîte,12,de,à,ne,suffisamment,sert,4,2,1,1,1
voici,12,un,une,donc,du,ce,2,2,1,1,1
publie,12,la,des,un,les,«,3,2,2,1,1
italien,12,silvio,spécialisé,carlo,avait,alagi,1,1,1,1,1
amoureux,12,de,d,mais,l,isolés,4,2,1,1,1
producteur,12,de,la,black,marc,thomas,2,1,1,1,1
génie,12,civil,électrique,français,vit,est,2,1,1,1,1
néo,12,qui,fondateur,mesure,que,de,1,1,1,1,1
complètement,12,dévastée,terminée,des,indépendants,gâtée,1,1,1,1,1
rang,12,de,secrets,débarquent,des,qu,4,1,1,1,1
comté,12,de,est,comprend,a,d,6,2,1,1,1
économiques,12,ou,des,la,ralentirent,libérales,1,1,1,1,1
productions,12,de,turques,apparaît,davantage,propres,3,1,1,1,1
instruments,12,de,sont,virtuels,au,employés,2,2,1,1,1
originale,12,fait,et,qui,du,#,1,1,1,1,0
thème,12,central,des,maritime,comporte,et,1,1,1,1,1
représentations,12,sont,intégrales,ont,modernes,des,1,1,1,1,1
jaune,12,de,lumineux,verdâtre,très,chamois,1,1,1,1,1
faisait,12,partie,de,au,bastonner,pas,3,1,1,1,1
personnalité,12,de,et,mélancolique,#,#,5,2,1,0,0
développé,12,par,un,dans,et,l,4,2,2,1,1
animaux,12,terrestres,se,par,représentent,minuscules,1,1,1,1,1
député,12,de,pour,agraire,à,bénéficie,4,2,1,1,1
cm,12,est,et,dans,imprimé,muni,2,2,1,1,1
unités,12,opérationnelles,administratives,pour,britanniques,d,1,1,1,1,1
pointe,12,a,d,magnin,des,en,1,1,1,1,1
ben,12,grossmann,wa,abdul,muhammad,an,1,1,1,1,1
situés,12,sur,à,dans,au,près,4,3,3,1,1
privé,12,de,situé,fonctionne,n,et,4,1,1,1,1
engagé,12,à,dans,par,une,#,4,3,2,1,0
culte,12,de,des,d,catholique,à,2,2,1,1,1
condamné,12,à,et,par,le,en,8,1,1,1,1
chefs,12,d,de,tribaux,locaux,sont,4,2,1,1,1
principes,12,actifs,vue,d,buts,du,1,1,2,1,1
tiers,12,de,sera,du,des,lancées,3,1,1,1,1
couple,12,de,magique,plaçant,important,mike,1,1,1,1,1
loire,12,s,alimentait,sillonnant,#,#,1,1,1,0,0
revenu,12,important,moyen,du,des,dispositions,1,1,1,1,1
représenté,11,les,ici,dans,au,en,2,1,1,1,1
destin,11,tragique,d,et,ne,à,2,1,1,1,1
populations,11,du,locales,urbaines,chrétiennes,autochtones,2,2,1,1,1
fini,11,tout,par,non,est,de,2,2,1,1,1
moindre,11,mesure,coût,prise,étincelle,personne,2,2,1,1,1
récentes,11,se,est,recommandations,ont,années,2,1,1,1,1
monte,11,ainsi,une,à,sur,la,1,1,1,1,1
tôt,11,baignée,en,que,le,par,1,1,1,1,1
professionnels,11,par,qui,étaient,de,commencent,1,1,1,2,1
demeure,11,le,historique,familiale,du,excellente,2,1,1,1,1
gagne,11,l,une,un,finalement,deux,2,2,1,1,1
branche,11,française,ainsi,des,du,de,3,1,1,1,1
apprendre,11,à,qu,la,de,comment,3,1,1,1,1
organisée,11,par,en,selon,afin,quatre,2,1,1,1,1
pêche,11,en,des,d,maritime,#,1,1,1,1,0
réponse,11,aux,relève,américaine,de,diplomatique,3,1,1,2,1
romain,11,serait,ainsi,germanique,et,#,1,1,2,1,0
dollars,11,dans,sont,pour,durant,us,1,1,1,1,1
concerne,11,la,toute,que,l,le,3,2,2,2,1
lois,11,constitutionnelles,imposées,ordinaires,plus,devaient,1,1,1,1,1
extrêmement,11,important,brefs,forte,basse,couteux,1,1,1,1,1
américains,11,à,ont,offre,considèreront,sont,2,1,1,1,1
civil,11,n,complet,de,indique,semble,1,1,1,1,1
demander,11,emily,au,par,en,le,1,1,1,1,1
arrivée,11,en,à,d,de,difficile,3,3,1,1,1
frontière,11,avec,et,maritime,commune,kényane,1,1,1,1,1
vraiment,11,avec,percé,être,reconnu,nagé,2,1,1,1,1
distribution,11,de,était,océan,linux,la,2,1,1,1,1
partis,11,politiques,en,passent,d,ethniques,4,1,1,1,1
colline,11,de,des,du,recouverte,située,3,1,1,1,1
routes,11,commerciales,coupées,devenues,étant,qu,1,1,1,1,1
dimanche,11,qui,de,matin,des,suivant,1,2,1,1,1
servir,11,de,d,à,globalement,dans,5,2,1,1,1
envers,11,les,lui,ashley,ses,souterrain,5,1,1,1,1
salon,11,de,d,des,pour,nika,3,2,1,1,1
échange,11,d,de,complet,du,une,5,3,1,1,1
devrait,11,être,infirmer,pas,remplacer,considérer,2,1,1,1,1
fédéral,11,et,pour,du,jack,de,2,1,1,1,1
âge,11,d,et,le,#,#,1,1,1,0,0
poursuit,11,ses,des,son,une,sa,2,1,1,1,1
black,11,angus,ops,mask,métal,metal,1,1,1,1,1
canton,11,de,le,d,sont,#,4,1,1,1,0
réuni,11,à,une,entre,ces,avec,2,1,2,1,1
sonore,11,et,sur,ou,à,#,1,1,1,1,0
lancer,11,dans,jusqu,invalide,le,ce,3,1,1,1,1
complet,11,et,de,association,était,sandy,2,2,1,1,1
peinture,11,à,dans,trouve,de,surréaliste,2,1,1,1,1
postes,11,de,clients,à,d,civils,3,1,2,1,1
jazz,11,parisienne,et,que,de,#,1,1,1,1,0
moines,11,franciscains,qu,occupant,assuraient,#,2,1,1,1,0
propos,11,de,originel,antiaméricains,incohérents,d,4,1,1,1,1
annexes,11,notes,comme,articles,ajoutées,de,3,1,1,1,1
baisse,11,de,du,proportionnellement,»,très,2,1,1,1,1
€,11,heure,d,pour,brut,la,1,1,1,1,1
pilote,11,d,de,dans,ne,yvan,2,2,1,1,1
devenue,11,l,en,supérieure,la,ialon,1,1,1,1,1
murs,11,de,impossible,du,par,latéraux,3,1,1,1,1
mur,11,de,et,a,ou,extérieur,4,1,1,1,1
sports,11,de,a,en,représentés,et,2,1,1,1,1
fidèles,11,à,des,au,se,beaucoup,5,2,1,1,1
couronne,11,par,d,qui,ne,léonaise,1,2,1,1,1
bientôt,11,infiltrés,ce,grand,une,comme,1,1,1,1,1
agent,11,du,en,mouillant,les,de,2,1,1,1,1
vrai,11,nom,apparence,dire,pour,responsable,3,1,1,1,1
sièges,11,de,et,en,repourvus,éjectables,3,1,3,1,1
rares,11,films,en,élus,dans,mais,1,1,1,1,1
contenant,11,des,les,au,chacun,la,2,2,1,1,1
actions,11,de,du,extérieures,défensives,au,4,2,1,1,1
consacrer,11,à,tout,entièrement,l,pleinement,4,1,1,1,1
synthèse,11,de,sonore,»,d,et,3,2,1,1,1
informatique,11,pouvant,est,industrielle,caché,de,1,1,1,1,1
vide,11,qui,a,d,vers,et,1,1,1,1,1
essai,11,sur,de,nancy,est,nucléaire,3,1,1,1,1
conférence,11,internationale,intergouvernementale,monarchiste,annuelle,afc,1,1,1,1,1
inscrit,11,un,par,son,sur,face,2,1,1,1,1
vert,11,et,sont,pâle,d,à,1,1,1,1,1
européennes,11,du,sur,et,de,installées,2,1,1,1,1
solution,11,à,en,et,est,buvable,2,1,1,1,1
courte,11,sans,que,longueur,porte,demie,1,1,1,1,1
arrière,11,et,latéral,est,l,se,1,1,1,1,1
israël,11,et,est,sont,à,a,2,1,1,1,1
officielle,11,est,de,en,autant,à,1,2,1,1,1
danger,11,d,mouse,lié,que,#,2,1,1,1,0
églises,11,blanches,—,sont,précédentes,en,1,1,1,1,1
actes,11,officiels,ont,présenter,violents,de,1,1,1,1,1
régulier,11,avec,riche,dans,s,supprime,1,1,1,1,1
officiels,11,de,insee,où,d,#,3,1,1,1,0
majeure,11,partie,du,si,pour,d,5,1,1,1,1
champs,11,de,et,le,d,électromagnétiques,4,1,1,1,1
document,11,manuscrit,inédit,et,ne,secret,1,1,1,1,1
exclusivement,11,de,d,individuelle,composé,ou,1,1,1,1,1
mm,11,de,annuels,mode,#,#,2,1,1,0,0
alliés,11,de,les,se,tentent,et,1,1,1,1,1
trou,11,noir,par,est,selon,peut,3,1,1,1,1
auparavant,11,par,avant,#,#,#,1,1,0,0,0
quoi,11,qu,correspond,consiste,faire,s,3,1,1,1,1
palmarès,11,jeux,en,peu,de,liens,3,1,1,1,1
prénom,11,bérat,d,féminin,edward,colas,1,1,1,1,1
reçut,11,une,en,à,la,un,2,1,1,1,1
cardinal,11,par,d,vérificateur,et,etienne,2,1,1,1,1
pertes,11,de,des,alliées,pour,sont,1,1,1,1,1
peau,11,et,constituait,mince,tendue,de,2,1,1,1,1
rester,11,ici,au,à,sous,sur,1,1,1,1,1
réduire,11,la,le,en,de,ces,3,2,1,1,1
spectacles,11,en,dans,de,et,ont,1,1,1,1,1
passion,11,pour,du,que,tardive,de,3,2,1,1,1
nomme,11,la,encore,l,chef,le,2,1,1,1,1
fédération,11,toryumon,soviétique,mexicaine,de,allemande,1,1,1,1,1
richard,11,de,bower,edson,ermisch,mique,1,1,1,1,1
montrer,11,en,que,à,bon,au,2,1,1,1,1
viennent,11,de,d,habiter,les,apprécier,3,1,1,1,1
spécialisé,11,dans,sur,de,en,#,6,1,1,1,0
poursuivre,11,une,jusqu,son,le,un,2,1,2,1,1
réalisée,11,par,pour,sous,en,avec,4,2,1,1,1
souvenir,11,d,de,avait,est,des,1,2,1,1,1
soutenir,11,les,sa,après,la,le,2,2,1,1,1
apparaissent,11,et,sur,de,qui,blanches,2,2,1,1,1
forts,11,de,courants,que,en,si,3,1,1,1,1
pouvaient,10,suivre,traiter,prétendre,racheter,former,1,1,1,1,1
nid,10,d,une,au,battent,est,2,1,1,1,1
théories,10,déjà,marxistes,qui,communément,spéculatives,1,1,1,1,1
religion,10,du,d,le,est,vers,1,1,1,1,1
variantes,10,de,production,voir,graphiques,et,4,1,1,1,1
vérité,10,sur,historique,avec,étant,en,1,1,1,1,1
décédé,10,le,à,et,en,d,5,1,1,1,1
installé,10,sur,en,une,rue,pour,4,2,1,1,1
allemandes,10,passant,toujours,les,qui,cette,1,1,1,1,1
utilisation,10,de,et,l,moins,avec,2,2,1,1,1
mari,10,est,adam,et,pour,#,1,1,1,1,0
culturel,10,et,qu,au,de,nommé,2,1,1,1,1
modernes,10,ont,russes,de,dont,sont,2,1,1,1,1
for,10,export,quiet,labor,exchange,successful,2,1,1,1,1
rare,10,en,de,exception,dans,#,1,2,1,1,0
votre,10,système,tour,dieu,majesté,sage,1,1,1,1,1
spécifiques,10,à,de,et,#,#,1,1,1,0,0
proches,10,des,de,sur,l,d,2,2,1,1,1
repose,10,sur,au,la,dans,comme,6,1,1,1,1
marc,10,aurèle,et,madiot,di,lacombe,2,1,1,1,1
andré,10,de,pour,pilette,chastagnol,maurício,1,1,1,1,1
environnement,10,effectuèrent,intègre,et,mono,cellulaire,1,1,1,1,1
