PredictEd Knowledge Map,Version,11,LTM
the,15436,following,scientific,neuron,evolution,bookcc,39,33,22,4,1
magnetic,34,stimulation,resonance,field,pulses,energy,14,11,3,2,1
challenge,34,prior,their,apathy,worry,anxiety,1,1,1,1,1
effectively,34,in,learn,when,amounting,decriminalize,2,1,1,1,1
resulting,34,in,from,vibrations,changes,depression,17,6,3,2,1
faster,34,than,in,and,transmission,with,7,4,3,2,1
descriptive,34,research,statistics,research�is,to,records,20,4,1,1,1
touch,34,with,a,the,his,�science,4,3,2,1,1
history,34,of,and,has,in,study,14,7,1,1,1
nurture,34,in,and,behavioural,interact,very,4,3,2,1,1
late,33,adulthood,to,in,afternoon,as,8,2,1,1,1
smell,33,of,is,or,one,also,2,2,1,1,1
neuron,33,is,and,itself,�,that,5,4,2,1,1
relevant,33,to,through,domains,only,studies,5,1,1,1,1
perceptual,33,skills,illusion,load,and,information,3,2,1,2,1
placed,33,in,inside,the,near,earth,7,3,2,1,1
term,33,in,�individuation�,discovery,�hawthorne,is,1,1,1,1,1
threats,33,to,were,and,may,in,18,1,1,1,1
independent,33,variable,and,of,research�symposium,variable�in,15,5,2,1,1
correlational,33,research,designs,research�is,to,study,14,5,1,1,1
styles,33,in,and,they,through,have,2,1,1,1,1
positively,33,and,correlated,charged,or,than,4,3,2,2,1
cycle,33,in,and,that,hormonal,repeating,4,3,2,1,1
ma,33,mit,harvard,allyn,copley,little,9,8,5,1,1
series,33,of,b,sr,in,#,27,3,1,1,0
context,33,in,and,may,depending,that,5,3,1,1,1
section,33,we,of,and,reviews,represent,13,3,1,1,1
deprivation,33,and,suppresses,impairs,basic,produces,2,2,1,1,1
leadership,33,organizational,behaviours,a,success,are,2,1,1,1,1
question,32,of,is,�is,concerns,this,4,3,1,1,1
received,32,by,information,seven,outside,from,4,1,1,1,1
prior,32,to,knowledge,experiences,expectations,thinking,9,3,1,1,1
concerns,32,the,with,as,obedience,for,5,2,1,1,1
dimensions,32,that,tend,musical,�psychophysiology,introversion,3,1,1,1,1
principle,32,of,is,in,about,description,16,3,1,1,1
rewards,32,are,to,or,employees,from,6,2,1,1,1
western,32,cultures,societies,europe,philosophy,electric,17,4,1,1,1
live,32,in,up,for,until,feedback,7,3,2,1,1
designs,32,to,are,in,and,varies,3,3,2,1,1
reason,32,that,for,to,in,and,6,5,3,1,1
cerebral,32,cortex,hemispheres,initiative,hemisphere,cortexes,22,2,1,1,1
typically,32,occur,observed,two,break,represents,2,1,1,1,1
selective,32,attention,serotonin,forgetting,for,associations,13,8,1,1,1
enjoy,32,the,a,getting,solving,it,8,2,1,1,1
directions,32,in,are,to,such,for,27,1,1,1,1
guilford,32,press,#,#,#,#,32,0,0,0,0
quite,32,similar,well,conclusively,unguided,remarkable,3,2,1,1,1
led,32,to,what,thorndike,them,the,21,1,1,1,1
schools,32,of,and,in,or,within,9,5,3,1,1
follow,32,the,our,began,�psychosomatic,on,5,2,1,1,1
errors,32,in,can,are,he,made,9,2,1,1,1
jennifer,32,walinga,thompson,thompson�s,#,#,26,5,1,0,0
prevalence,32,of,and,rates,rises,is,13,5,4,1,1
flickr,32,com,#,#,#,#,32,0,0,0,0
accompanied,32,by,the,#,#,#,31,1,0,0,0
program,32,committee,had,at,faq,and,1,1,1,1,1
outside,32,our,the,of,space,chicago,8,7,3,1,1
reality,31,and,therapy,the,there,is,4,1,1,1,1
required,31,for,by,the,response,apec,6,3,1,1,1
extremely,31,difficult,confident,complex,useful,fast,3,1,1,1,1
strength,31,of,and,to,psychology�s,is,12,4,1,1,1
perspective,31,in,emerges,will,year,and,3,1,1,1,1
occurring,31,with,is,differences,the,based,2,2,1,1,1
born,31,as,to,prematurely,without,severely,2,2,1,1,1
larger,31,cerebral,movement,standard,auditory,waves,2,1,1,1,1
ones,31,and,by,based,we,depending,1,1,1,1,1
infant,31,development,monkeys,laboratory,suffers,away,2,2,1,1,1
reading,31,a,the,at,disabilities,with,5,3,1,1,1
express,31,their,a,the,emotions,to,5,2,2,1,1
wiley,31,sons,#,#,#,#,26,0,0,0,0
random,31,assignment,house,thoughts,process,number,11,2,1,1,1
construct,31,validity,sentences,dream,validity�refers,and,17,2,1,1,1
value,31,of,a,scientific,or,in,10,2,1,1,1
seconds,31,before,jet,concerts,snowmobiles,lawnmowers,2,1,1,1,1
contrast,31,to,the,is,explicit,�many,19,1,1,1,1
living,31,brain,room,being,for,within,1,1,1,1,1
produced,31,by,a,in,movement,when,18,3,3,1,1
proposes,31,that,the,marriage,#,#,28,1,1,0,0
gain,31,from,more,material,interest,occurred,2,2,1,1,1
recognize,31,and,faces,what,each,it,4,2,2,1,1
smith,31,thelen,and,et,#,#,1,1,1,0,0
miller,31,dollard,#,#,#,#,1,0,0,0,0
reduced,31,by,in,environmental,or,fatigue,4,3,1,1,1
math,31,and,problems,or,problem,the,6,5,2,1,1
statistics,31,canada,in,or,�,convey,17,2,1,1,1
suggests,31,that,the,is,as,#,28,1,1,1,0
project,31,are,that,using,before,is,2,2,1,1,1
changing,31,behaviour,the,situations,external,a,5,5,2,1,1
sports,30,psychologists,teams,psychology,behaviour,are,3,3,1,1,1
third,30,drive,variable,edition,force,reacts,2,2,1,1,1
auditory,30,nerve,cortex,canal,system,material,9,9,3,2,1
stop,30,the,using,behaving,or,noticing,6,2,1,1,1
acts,30,as,to,around,like,following,12,5,1,1,1
indicate,30,that,the,which,your,negative,7,2,2,1,1
front,30,of,row,to,part,line,24,1,1,1,1
improved,30,by,when,the,diet,through,6,2,2,1,1
unpleasant,30,and,or,shocks,in,because,2,1,1,1,1
unable,30,to,or,to�,#,#,27,1,1,0,0
directly,30,measure,experience,test,subjected,analyze,3,2,1,1,1
college,30,students,or,fraternities,of,is,6,6,2,1,1
cbt,30,is,replaces,techniques,helps,treats,5,1,1,1,1
handbook,30,of,about,for,#,#,27,1,1,0,0
consequences,30,of,for,if,when,later,14,5,1,1,1
existing,30,textbooks,research,studies,theories,ones,1,1,2,1,1
drinking,30,alcohol,a,orange,can,environments,4,2,1,1,1
stored,30,in,for,knowledge,out,but,14,2,2,1,1
getting,30,a,gold,good,only,needed,2,1,1,1,1
psychoactive,30,drugs,drug,drug�is,substances,#,24,4,1,1,0
score,30,higher,on,lower,in,minus,7,4,2,1,1
lawrence,30,erlbaum,kohlberg,kohlberg�s,h,summers�s,25,1,1,1,1
took,29,a,the,him,them,people,7,2,2,1,1
muscles,29,and,in,throughout,to,attached,4,3,2,1,1
quality,29,of,in,�science,sleep,and,18,1,1,1,1
parenting,29,styles,skills,overall,is,being,9,1,1,1,1
causal,29,relationships,impact,account,inferences,direction,6,2,1,1,1
provided,29,a,new,part,here,information,4,1,1,1,1
rogers,29,identified,and,described,believed,was,2,3,1,1,1
hot,29,stove,and,burner,radiator,stoves,3,3,1,1,1
attempts,29,to,at,were,in,#,22,2,1,1,0
institute,29,of,for,until,and,new,17,3,1,1,1
ethical,29,research,are,codes,values,standards,4,2,2,1,1
playing,29,a,with,in,an,sports,6,4,2,1,1
testing,29,them,falsifiable,yourself,scientific,a,2,1,1,1,1
modern,29,life,denial,psychological,neuroscience,crisis,3,1,1,1,1
potentially,29,more,unifying,be,different,harmful,3,1,1,1,1
united,29,states,nations,kingdom,#,#,27,1,1,0,0
receptors,29,on,in,and,may,habituate,3,3,2,1,1
eat,29,the,moderately,a,or,it,3,1,1,1,1
along,28,with,the,#,#,#,20,5,0,0,0
rates,28,of,in,with,which,compared,8,3,1,1,1
judgment,28,is,may,�,trial,after,1,1,1,1,1
guide,28,our,their,them,and,the,6,3,2,1,1
moving,28,toward,square,from,over,objects,2,1,1,1,1
refer,28,to,#,#,#,#,28,0,0,0,0
design,28,of,can,equipment,a,goal,6,2,1,1,1
retrieve,28,information,the,a,it,otherwise,13,2,2,1,1
accuracy,28,of,and,versus,source,was,11,6,4,1,1
finding,28,that,meaning,is,little,was,11,2,1,1,1
anger,28,and,�why,is,�emotion,were,6,1,1,1,1
rat,28,was,and,with,into,by,5,2,1,1,1
birth,28,to,defects,and,trauma,of,6,4,3,1,1
frontal,28,lobe,lobes,cortex,and,#,18,7,1,1,0
return,28,to,the,of,for,home,9,4,3,2,1
intense,28,and,physical,waves,panic,desire,2,1,1,1,1
completely,28,incorrect,or,unconscious,and,changed,1,1,1,1,1
observation,28,of,and,or,�,objectively,7,2,1,1,1
crime,28,dramas,rate,�new,scenes,�,1,1,1,1,1
exam,28,is,that,will,question,to,2,2,1,1,1
choose,28,a,to,one,the,what,4,4,2,2,1
bad,28,is,news,cold,rate,for,2,1,1,1,1
numbers,28,that,of,out,at,and,3,2,1,1,1
earlier,28,in,psychologists,experiments,are,cognitive,5,1,1,1,1
dysfunction,28,in,is,occurs,�clinical,means,6,4,2,1,1
heard,28,the,about,than,war,one,8,3,1,1,1
original,28,author,developers,identification,research,reports,5,1,1,1,1
associates,28,fear,studied,#,#,#,1,1,0,0,0
finally,27,to,one,arresting,able,choosing,2,1,1,1,1
insight,27,into,and,is,the,was,6,4,2,1,1
cost,27,of,analysis,ratio,differences,�a,5,3,2,1,1
start,27,to,the,their,becoming,another,8,1,1,1,1
throughout,27,the,life,development,your,history,13,3,1,1,1
talk,27,about,to,therapy,or,are,8,7,4,1,1
rem,27,sleep,and,period,portion,#,20,4,1,1,0
daily,27,life,circadian,�green�,waking,found,4,2,1,1,1
�social,27,psychology,cognition,learning,beings,development,5,5,4,2,1
child�s,27,behaviour,and,mother,brain,voice,1,1,1,1,1
release,27,of,were,in,neurotransmitters,different,12,1,1,1,1
creativity,27,and,is,creative,influence,may,2,2,1,1,1
expectations,27,about,on,influenced,may,in,7,1,1,1,1
trials,27,in,and,your,because,only,3,2,1,1,1
id,27,is,and,number,#,#,6,3,1,0,0
introduction,27,to,of,�american,and,�schizophrenia,17,4,3,1,1
erlbaum,27,associates,#,#,#,#,25,0,0,0,0
organism,27,operates,to,survive,and,that,2,2,1,1,1
informed,27,consent,consumer,about,psychological,ahead,7,3,3,1,1
immediately,27,after,prior,and,afterwards,following,7,1,1,1,1
happen,27,to,again,up,if,american,11,2,1,1,1
unique,27,interests,code,functions,situations,clinical,1,1,1,1,1
thousands,27,of,#,#,#,#,26,0,0,0,0
thompson,27,was,�a,studied,went,identified,3,1,1,1,1
�a,27,professor,response,number,minority,cross,1,1,1,1,1
individual�s,27,consistent,awareness,experience,sex,experiences,3,1,1,1,1
friend,27,from,with,remember,the,can�t,1,1,1,1,1
picture,27,of,was,that�is,on,appear,14,1,1,1,1
demonstrated,27,that,the,superior,quite,how,12,3,1,1,1
aspect,27,of,#,#,#,#,27,0,0,0,0
further,27,research,study,our,biologically,brain,5,2,1,1,1
sons,27,and,#,#,#,#,1,0,0,0,0
watson,27,and,american,was,found,promoted,6,1,1,1,1
cues,27,to,that,are,separately,�,7,6,2,1,1
impulses,27,that,from,are,and,across,6,2,2,1,1
deal,26,of,with,about,#,#,12,12,1,0,0
contains,26,a,the,about,one,all,7,5,4,1,1
wikipedia,26,org,commons,#,#,#,21,3,0,0,0
children�s,26,psychological,creativity,moral,sex,parents,1,1,1,1,1
contact,26,with,and,if,the,resistance,10,4,1,1,1
solving,26,problems,the,a,puzzles,crossword,4,3,1,1,1
freud�s,26,theory,ideas,theories,id,time,4,3,3,1,1
love,26,and,�american,in,them,history,5,1,1,1,1
flow,26,state,is,through,theory,experience,5,2,2,1,1
roles,26,of,in,that,very,to,8,5,3,1,1
priming,26,effects,of,effect,and,after,3,2,1,1,1
combination,26,of,in,for,#,#,22,1,1,0,0
drive,26,the,wasn�t,motivation,�,a,1,1,1,1,1
above,26,the,values,an,a,example,8,3,2,2,1
recognition,26,of,areas,�cognitive,by,that,7,2,1,1,1
behaviourist,26,psychology,school,approach,was,research,8,5,3,2,1
explicit,26,memory,memories,and,memory�refers,recollection,18,2,1,1,1
conduct,26,research,scientific,empirical,any,much,6,1,1,1,1
distress,26,and,�child,exploring,that,�journal,7,1,1,1,1
sensations,26,and,from,is,they,based,2,1,1,1,1
viewing,26,violent,and,colours,religion,might,7,3,1,1,1
focusing,26,on,eyes,eugene,derailment,#,22,2,1,1,0
whose,26,goal,theory,experiments,strength,fear,2,1,1,1,1
reaction,26,time,times,become,against,in,5,4,1,1,1
expect,26,that,to,my,research,obedience,4,2,1,1,1
allowed,26,to,the,psychologists,them,in,13,5,1,1,1
allowing,26,the,for,a,researchers,positively,7,1,1,1,1
illusion,26,of,is,by,and,makes,5,4,2,1,1
looking,26,at,for,back,away,more,10,6,1,1,1
commonly,26,used,prescribed,experience,coordinated,found,9,4,2,1,1
separate,26,from,more,messages,brains,minds,6,1,1,1,1
far,26,from,the,enough,richer,objects,5,4,1,1,1
advantage,26,of,to,because,over,in,16,3,2,1,1
division,26,of,acting,acts,was,#,20,2,2,1,0
fast,26,�,time,enough,beta,as,1,1,1,1,1
interested,26,in,observer,babies,when,#,23,1,1,1,0
hippocampus,26,is,consists,�,helps,also,5,1,1,1,1
phenomenon,26,known,and,is,can,looks,3,1,1,1,1
freudian,25,theory,and,defence,psychodynamic,�slips,11,5,3,1,1
predictions,25,about,are,is,made,in,7,2,1,1,1
powerful,25,influence,of,effect,enough,sensory,3,1,1,1,1
piaget,25,was,used,social,swiss,developed,2,2,1,1,1
fewer,25,than,chapters,errors,children,left,3,1,1,1,1
ask,25,questions,for,and,these,first,2,2,1,1,1
increasingly,25,necessary,contributing,important,come,relevant,1,1,2,1,1
yourself,25,again,by,feeling,when,and,2,2,1,1,1
non,25,sleep,eye,information,faculty,words,7,3,2,1,1
fully,25,functioning,informed,appreciate,debriefed,explain,2,2,1,1,1
creative,25,commons,thinking,intelligence,scientists,peers,4,2,1,1,1
team,25,at,interactions,examined,turned,wins,1,1,1,1,1
extinction,25,of,involves,when,the,period,3,1,1,1,1
represents,25,the,a,many,one,about,8,8,1,1,1
takes,25,the,a,you,over,to,5,4,1,1,1
associations,25,between,with,that�cause,much,than,4,3,1,1,1
explained,25,that,to,behaviour,within,proximity,7,1,1,1,1
trial,25,inside,use,of,creates,attempts,1,1,1,1,1
abnormal,25,psychology,and,experiences,sleep,psychology���the,9,2,1,1,1
satisfaction,25,a,of,than,among,and,2,1,1,1,1
depressed,25,and,after,because,overall,during,2,1,1,1,1
experiments,25,on,have,such,where,from,4,2,1,1,1
breathing,25,and,that,rates,in,is,4,1,1,1,1
periods,25,of,in,over,can,that,11,2,1,1,1
psychology�,25,ed,#,#,#,#,12,0,0,0,0
popular,25,in,major,and,topic,television,2,1,2,1,1
biology,25,of,to,entirely,underlying,influences,4,1,1,1,1
negatively,25,to,toward,judged,as,charged,4,1,1,2,1
correlated,25,with,highly,positively,the,and,11,3,2,1,1
shock,25,room,to,was,and,apparatus,3,2,2,1,1
story,25,of,line,that,many,jung,6,1,1,1,1
messages,25,from,in,that,of,are,5,2,2,1,1
water,25,and,balance,initially,that,so,2,1,1,1,1
shared,25,by,a,in,ancestral,dna,5,3,2,1,1
pavlov,24,began,russian,quickly,discovered,demonstrates,2,1,1,1,1
days,24,old,of,to,in,later,2,2,1,1,1
desires,24,of,and,to,that,versus,6,2,2,2,1
advertising,24,on,and,while,campaigns,has,4,1,1,1,1
easy,24,to,for,because,and,retrieval,13,2,1,2,1
williams,24,wilkins,pepitone,#,#,#,7,1,0,0,0
react,24,to,with,more,differently,accordingly,10,3,2,1,1
england,24,appleton,little,penguin,sage,informa,1,1,1,1,1
error,24,in,or,if,the,emotion,4,2,1,1,1
rules,24,and,that,for,increase,came,4,2,2,1,1
below,24,the,of,this,values,and,5,1,1,1,1
prefer,24,their,the,brand,tymenocin�,at,4,3,1,1,1
colours,24,red,but,and,will,in,2,1,1,1,1
boy,24,was,named,had,turns,is,2,1,1,1,1
position,24,and,curve,of,we,with,6,5,2,1,1
families,24,have,and,�retrieved,who,interviewed,2,2,1,1,1
went,24,to,on,down,back,ashore,8,7,1,1,1
names,24,of,that,include,constructed,safety,7,3,2,1,1
�current,24,directions,opinion,biology,#,#,20,3,1,0,0
black,24,box,and,came,four,sedan,7,4,1,1,1
fight,24,response,off,infection,�psychological,and,9,3,1,1,1
features,24,of,that,designed,such,in,7,2,1,1,1
�new,24,york,england,scientist,directions,look�,14,5,2,1,1
stangor,24,is,and,leary,regularly,also,3,1,1,1,1
dog,24,began,to,will,who,is,2,2,2,1,1
intensity,24,of,was,or,are,differences,11,1,1,1,1
near,24,the,objects,each,him,death,9,2,2,1,1
ages,24,of,between,think,at,a,7,2,1,1,1
tell,24,the,us,what,both,your,5,3,2,1,1
deep,24,unconscious,and,evolutionary,coma,in,2,1,1,1,1
rely,24,on,only,primarily,in,#,21,1,1,1,0
organization,24,world,here,and,can,of,1,1,1,1,1
divided,24,into,human,attention,up,by,17,2,2,1,1
dream,24,analysis,symbols,stories,states,you,2,1,1,1,1
escape,24,from,only,through,times,learning,6,1,1,1,1
stem,24,that,and,is,�oki�,begins,3,3,3,1,1
french,24,philosopher,and,were,fathers,mothers,6,1,1,1,1
trauma,24,suffered,a,of,itself,occurred,1,1,1,1,1
intervention,24,in,programs,�international,biobehavioral,promote,3,2,1,1,1
technique,24,that,is,used,�subliminal,today,4,4,1,1,1
motion,24,controller,with,of,partly,when,1,1,1,1,1
beginning,24,of,to,in,with,at,7,5,3,2,1
adaptive,24,system,systems,functions,ones,mechanisms,3,2,1,1,1
laboratory,24,in,at,studies,rat,approach,2,2,2,1,1
closer,24,to,together,than,or,object,7,2,2,1,1
intelligences,23,is,psychologists,must,that,comes,2,1,1,1,1
retrieval,23,when,of,process,by,cues,3,2,1,1,1
benefit,23,of,from,to,for,us,5,5,1,1,1
william,23,james,goggin,lyall,james�s,glasser,12,1,1,1,1
endocrine,23,system,systems,#,#,#,22,1,0,0,0
sigmund,23,freud,freud�s,#,#,#,21,2,0,0,0
seek,23,to,help,new,it,refuge,4,3,1,1,1
autonomic,23,nervous,activity,arousal,and,#,17,2,1,1,0
difficulties,23,that,psychologists,of,in,might,2,1,1,1,1
reasoning,23,can,abilities,about,depends,and,1,1,2,1,1
display,23,in,cannot,surface,for,systems,1,1,1,1,1
carl,23,rogers,jung,jung�s,wernicke,lejuez,10,7,1,1,1
prejudice,23,and,against,are,�journal,#,2,1,1,1,0
�this,23,approach,leaves,does,fact,dude,1,1,2,1,1
marriage,23,and,is,choices,why,�,8,1,1,1,1
incorrect,23,because,answers,than,did,in,2,2,1,1,1
interaction,23,between,of,is,has,�,3,3,2,1,1
since,23,the,it,freud�s,these,cocaine,5,2,1,1,1
html,23,#,#,#,#,#,0,0,0,0,0
scientist,23,to,as,a,collected,is,3,1,1,1,1
wells,23,and,hasel,#,#,#,2,1,0,0,0
reactions,23,to,and,did,then,#,13,2,1,1,0
space,23,and,in,between,chooses,has,5,3,3,1,1
gave,23,the,them,birth,significantly,were,6,2,1,1,1
interpersonal,23,attraction,skills,relations,stimuli,threats,4,2,1,1,1
phobias,23,are,to,toward,first,��presents,4,1,1,1,1
suggest,23,that,modifications,at,poor,five,17,1,1,1,1
discuss,23,the,in,them,later,reflecting,7,1,1,1,1
forms,23,of,and,the,out,around,11,3,3,1,1
specialized,23,for,parts,neural,mechanisms,and,2,1,1,1,1
eight,23,boy,times,members,images,in,1,1,1,1,1
reflect,23,on,the,our,basic,common,10,7,2,1,1
sensitive,23,to,the,lips,occupy,sense,12,1,1,1,1
providing,23,a,them,mild,control,us,2,1,1,1,1
teacher,23,and,places,approaches,at�james,might,2,1,1,1,1
discovered,23,that,the,an,classical,principles,11,3,2,1,1
chance,23,to,of,levels,or,factors,11,4,2,1,1
measuring,23,intelligence,biological,brain,sensation,perspiration,3,2,1,1,1
represent,23,the,a,try,more,increased,8,2,1,1,1
consumer,23,behaviour,of,research,research�,and,3,3,2,1,1
hospital,23,and,bed,settings,psychiatry,was,3,1,1,1,1
addiction,23,is,potential,in,may,�retrieved,2,1,1,1,1
regarding,22,the,eyewitness,metacognition,whether,how,8,1,1,1,1
supported,22,by,their,my,many,his,5,2,1,1,1
contributions,22,of,to,are,identifiable,include,7,7,3,2,1
head,22,start,enables,toward,to,phenomena,4,1,1,1,1
anything,22,about,to,if,more,and,3,2,1,1,1
ego,22,is,and,defence,needs,integrity,3,2,1,1,1
attitude,22,toward,change,and,refer,objects,9,1,1,1,1
reach,22,the,his,a,to,as,5,1,1,1,1
relative,22,roles,to,autonomy,unimportance,costs,3,2,1,1,1
carefully,22,debriefs,studying,evaluate,count,at,1,1,1,1,1
elements,22,of,or,that,are,a,12,2,1,1,1
session,22,for,in,with,played,than,1,1,1,1,1
trained,22,to,under,coders,research,according,7,3,2,1,1
require,22,further,an,a,you,introductory,1,1,1,1,1
great,22,deal,interest,mystery,britain,significance,13,2,1,1,1
factor,22,that,analysis,for,analyses,and,4,2,2,1,1
indicated,22,that,by,the,what,their,11,3,2,1,1
becoming,22,publicly,conscious,tired,addicts,focused,1,1,1,1,1
serious,22,physical,destruction,enough,danger,side,3,1,1,1,1
whole,22,is,field,realm,of,object,3,1,1,1,1
chemicals,22,that,in,are,known,help,6,4,3,1,1
decrease,22,in,a,depression,appetite,consciousness,6,2,1,1,1
member,22,of,write,chas,roles,took,9,1,1,1,1
challenges,22,of,that,and,for,we,8,3,1,1,1
opinions,22,of,to,because,even,about,4,1,1,1,1
behaviourism,22,and,based,to,are,focuses,3,1,1,1,1
version,22,of,number,by,did,date,14,2,1,1,1
write,22,down,a,with,it,good,5,3,1,1,1
predicted,22,by,events,the,something,their,11,2,1,1,1
green,22,cones,and,light,signals,or,3,2,1,1,1
essential,22,for,avenue,topics,ones,partners,4,2,1,1,1
parent,22,and,�,leaves,again,interactions,2,2,1,1,1
reports,22,when,that,describing,indicating,published,1,1,1,1,1
thing,22,that,you,in,as,remains,4,2,1,1,1
places,22,in,that,was,gold,asymmetric,3,3,1,1,1
contemporary,21,psychology,work,approaches,buddhist,theory,3,1,1,1,1
exactly,21,how,what,why,opposite,which,3,3,2,1,1
helpful,21,to,for,memory,has,in,7,2,1,1,1
de,21,deed,wit,rosa�,rosa,courten,2,2,1,1,1
regular,21,programs,exercise,bedtime,sleep,marijuana,1,1,1,1,1
differentiate,21,the,between,psychology,humanistic,laws,8,4,1,1,1
appears,21,that,in,upside,from,to,5,5,2,1,1
somatoform,21,disorder,disorders,and,#,#,7,7,5,0,0
productivity,21,in,out,seemed,gain,for,1,1,1,1,1
media,21,such,violence,that,industry,practice,3,3,2,1,1
failure,21,to,of,in,a,was,7,4,1,1,1
share,21,at,data,contaminated,all,only,1,1,1,1,1
connections,21,with,that,may,depend,to,7,1,1,1,1
controls,21,the,heart,and,on,voluntary,6,1,1,1,1
power,21,of,were,tools,in,they,13,1,1,1,1
progress,21,toward,in,through,on,report,4,4,2,2,1
belief,21,in,that,over,is,as,9,6,1,1,1
done,21,to,their,in,recently,so,4,2,2,1,1
direction,21,of,and,is,playing,to,5,3,3,1,1
biases,21,are,that,in,is,on,3,2,2,1,1
producing,21,the,a,euphoria,an,long,4,2,2,1,1
treating,21,psychological,certain,mental,them,patients,4,1,1,1,1
competitive,21,choice,game,aggression,choices,relationships,4,1,1,1,1
cancer,21,or,to,sufferers,surgery,�journal,2,1,1,1,1
inappropriate,21,for,use,or,to,social,3,2,2,1,1
didn�t,21,really,know,conduct,yet,take,4,3,1,1,1
players,21,in,because,who,threw,but,2,1,1,1,1
harvard,21,university,circa,or,faculty,president,12,1,1,1,1
inability,21,to,of,#,#,#,19,1,0,0,0
contribute,21,to,more,#,#,#,20,1,0,0,0
topics,21,such,as,together,from,studied,4,2,1,1,1
behave,21,in,aggressively,by,either,differently,11,2,1,1,1
british,21,columbia,naturalist,psychologist,cognitive,research,11,1,1,1,1
relaxation,21,and,or,medium,strategy,exercises,5,2,1,1,1
balance,21,platform,learning,performance,tasks,task,1,1,1,1,1
�these,21,sex,images,preferences,observations,new,2,1,1,1,1
skin,21,to,or,and,senses,contains,1,1,1,1,1
tried,21,to,smoking,every,a,even,12,2,2,1,1
responsibility,21,for,to,and,by,training,4,4,2,2,1
blue,21,line,to,and,than,light,1,1,1,1,1
lost,20,their,all,touch,and,muscle,2,2,1,1,1
am,20,sure,a,deeply,i,enjoying,2,2,1,1,1
news,20,story,was,event,feature,thompson,2,1,1,1,1
thorndike,20,was,measured,and,to,placed,2,1,1,1,1
passed,20,on,for,across,magnets,when,4,2,1,1,1
noise,20,blasts,of,through,delivered,levels,2,1,1,1,1
varies,20,in,dramatically,according,depending,to,2,1,1,1,1
fit,20,the,into,in,with,than,5,3,3,2,1
race,20,was,influence,of,differences,before,2,1,1,1,1
here,20,is,are�some,and,for,http,4,1,1,1,1
rapidly,20,when,moving,using,weaned,from,2,1,1,1,1
anxious,20,and,if,at,because,than,3,1,1,1,1
unconditioned,20,stimulus,response,and,#,#,13,6,1,0,0
choices,20,or,within,to,and,but,2,1,1,1,1
published,20,in,studies,seven,#,#,9,1,1,0,0
everything,20,that,a,else,he,assembled,2,2,1,1,1
link,20,to,the,activity,these,brain,4,4,2,1,1
changed,20,dramatically,in,from,every,her,2,1,1,1,1
defence,20,mechanisms,mechanism,and,was,mechanisms���unconscious,10,3,1,1,1
account,20,for,of,the,�,proposes,12,2,2,1,1
cigarette,20,smoking,use,smokers,in,at,7,2,1,1,1
pictures,20,of,and,�pattern,out,every,8,1,1,1,1
fiske,20,#,#,#,#,#,0,0,0,0,0
false,20,alarms,alarm,are,memory,motorcade,4,2,1,1,1
followed,20,by,the,and,through,their,9,3,1,1,1
focuses,20,on,instead,the,incoming,not,16,1,1,1,1
models,20,and,in,�the,the,some,3,1,1,1,1
run,20,by,fast,through,from,experiments,2,1,1,1,1
beings,20,have,and,are,do,seem,3,2,2,1,1
discussed,20,in,the,by,would,a,8,1,1,1,1
relate,20,to,them,the,it,effectively,14,2,2,1,1
activated,20,by,on,in,very,than,3,1,3,1,1
easier,20,to,for,if,in,#,13,3,1,1,0
final,20,report,type,school,measure,grade,3,2,1,1,1
produces,20,the,feelings,behaviour,and,impairment,3,2,1,1,1
giving,20,a,subliminal,up,modern,praise,5,2,2,1,1
optimism,20,and,reported,that,follows,how,3,2,1,1,1
concerned,20,about,with,or,parents,#,11,6,1,1,0
identified,20,as,the,five,more,correlated,5,4,2,1,1
performing,20,a,everyday,any,surgical,one,4,1,1,1,1
poorly,20,on,than,adjusted,in,just,5,3,2,2,1
showing,20,the,on,violent,little,again,7,1,1,1,1
items,20,away,ranged,by,that,you,1,1,1,1,1
morality,20,�,and,�science,until,by,2,2,1,1,1
mentally,20,demanding,healthy,and,or,retarded,2,2,1,1,1
improving,20,the,their,memory,your,human,2,2,2,2,1
psychoanalysis,20,is,and,assumes,�new,york,6,1,1,1,1
argue,20,that,for,#,#,#,15,3,0,0,0
remembering,20,and,the,where,words,it,4,2,1,1,1
survival,20,functions,of,instinct,or,reflexes,2,2,1,1,1
markers,20,in,on,and,were,individually,2,1,1,1,1
causing,19,the,their,variable,major,increased,6,1,1,1,1
solve,19,the,a,crimes,are,social,5,3,1,1,1
develops,19,a,the,an,acceptance,some,5,1,1,1,1
tone,19,that,would,measuring,�pnas,is,3,1,1,1,1
week,19,after,you,of,that,to,2,1,1,1,1
saw,19,the,some,one,it,all,3,1,1,1,1
helped,19,me,develop,in,create,further,2,2,1,1,1
interact,19,with,in,and,violently,effectively,7,3,1,1,1
components,19,of,id,that,a,and,8,3,1,1,1
demonstrate,19,the,that,empirical,causation,normal,6,6,1,1,1
topic,19,of,in,and,can,interesting,4,2,1,1,1
computers,19,are,and,perform,differentiate,existing,3,3,1,1,1
standards,19,for,in,of,set,those,3,2,2,1,1
controlling,19,the,internal,external,for,them,4,2,2,2,1
neutral,19,stimulus,event,stimuli,way,may,10,2,2,1,1
evolution,19,of,and,�brain,#,#,8,1,1,0,0
length,19,of,and,�archives,between,ratio,8,3,1,2,1
