PredictEd Knowledge Map,Version,11,LTM
the,14978,past,initial,council,future,deadline,27,20,9,7,1
ships,23,from,meeting,that,are,can,2,1,1,1,1
hit,23,the,with,by,ever,me,5,2,2,1,1
constant,23,for,inside,has,by,load,1,1,1,1,1
definition,23,of,is,there,depending,does,9,4,1,1,1
step,23,of,was,to,and,thirteen,1,1,1,1,1
factors,23,that,people,markets,battles,a,1,1,1,1,1
iron,23,man,discs,cathode,or,and,2,1,1,1,1
arms,23,of,the,impaled,and,in,5,2,1,1,1
majority,23,of,do,owner,fell,vote,12,1,1,1,1
examples,23,of,are,barbara,examples,include,11,4,1,1,1
entire,23,body,work,consort,solar,spanish,3,2,1,1,1
economy,23,into,and,most,helena,historic,2,1,1,1,1
museum,23,in,on,specimen,about,that,3,1,1,1,1
hill,23,descent,rose,et,little,to,1,1,1,1,1
perform,23,an,baptism,for,serious,tasks,1,1,1,1,1
applications,23,have,such,benefit,the,are,1,1,1,1,1
cell,23,rather,phones,or,walls,environment,1,1,2,1,1
scene,23,after,irony,as,shows,with,2,1,1,1,1
henry,23,schaefer,to,purcell,holt,is,1,1,1,1,1
lack,23,of,the,meaning,thereof,a,17,2,1,1,1
agreed,23,to,that,for,framework,as,13,2,1,1,1
george,22,orwell,segal,had,philip,chalmers,1,1,1,1,1
your,22,own,ear,opponent,work,headquarters,2,1,1,1,1
devices,22,that,could,and,directive,marketplace,2,2,1,1,1
centuries,22,of,for,there,the,was,2,1,1,1,1
meet,22,with,the,sales,their,in,3,3,1,1,1
congress,22,may,the,of,catalog,had,1,2,1,1,1
contact,22,with,and,or,lenses,broadened,14,1,1,1,1
obtained,22,by,a,through,secure,his,3,2,1,1,1
effective,22,as,or,on,against,average,3,2,1,1,1
opening,22,of,japanese,and,night,level,7,1,1,1,1
fuel,22,valve,the,infrastructures,droplets,into,1,1,1,1,1
refers,22,to,#,#,#,#,22,0,0,0,0
recorded,22,a,on,to,that,specifically,2,2,1,1,1
ring,22,homomorphism,cycle,west,either,settings,2,1,1,1,1
stores,22,and,for,would,closed,where,2,2,1,1,1
disease,22,or,progresses,had,of,requires,2,2,1,1,1
models,22,of,are,for,would,such,5,2,2,1,1
famous,22,for,depiction,alien,words,are,4,1,1,1,1
global,22,investor,executives,vector,steller,financial,1,1,1,1,1
opened,22,in,to,with,at,fire,6,1,1,1,1
uk,22,in,poll,compliance,the,smsas,1,1,1,1,1
lake,22,superior,trout,in,city,and,2,1,1,1,1
core,22,of,particle,dump,atoms,values,4,1,1,1,1
opera,22,as,and,australia,within,occasionally,2,2,1,1,1
objects,22,on,is,and,could,at,2,1,1,1,1
authors,22,even,prepare,were,and,admit,1,1,1,2,1
issues,22,with,confronting,that,once,discussed,3,1,1,1,1
combined,22,with,their,training,enlightenment,them,7,1,1,1,1
minutes,22,of,after,or,before,thanks,2,1,1,1,1
user,22,had,interface,navigate,id,agent,1,2,1,1,1
author,22,of,who,contract,in,george,4,1,1,1,1
philosophy,22,of,although,were,proper,originates,6,1,1,1,1
letter,22,was,disks,h,from,right,1,1,1,1,1
designed,22,to,by,for,the,and,12,3,2,1,1
offer,22,to,also,for,that,pandas,2,1,1,1,1
films,22,for,of,in,throughout,adjusted,3,2,1,1,1
robert,22,haslam,travelled,rodriguez,borden,hooke,2,1,1,1,1
purpose,22,of,was,must,at,and,8,1,1,1,1
brother,22,gyanendra,defense,heinrich,james,hector,1,1,1,1,1
division,22,of,still,was,champions,training,3,1,2,1,1
california,22,press,state,wanted,not,at,2,2,1,1,1
iii,22,of,epitomizes,changing,issued,acquired,3,1,1,1,1
creation,22,of,and,but,digimon,came,6,3,1,1,1
seven,22,years,rainbow,hoped,times,games,2,1,1,1,1
solution,22,to,generally,the,give,for,2,1,1,1,1
director,22,of,he,chair,frank,from,5,1,1,1,1
report,22,that,from,on,directly,recommended,3,2,2,2,1
financial,22,times,firms,system,difficulties,instruments,1,1,1,1,1
covered,22,by,the,or,voting,before,5,4,1,1,1
unique,22,identifier,island,ecosystem,ability,label,1,1,1,1,1
relative,22,to,of,uncertainty,quiet,importance,13,1,1,1,1
paris,22,peace,and,d,commune,in,2,2,1,1,1
page,22,a,to,as,explained,#,1,1,1,1,0
marked,22,the,by,distress,brilliancy,differences,7,5,1,1,1
administration,22,of,including,sea,rejected,began,1,1,1,1,1
commission,21,for,of,report,into,was,3,2,2,1,1
principle,21,of,is,to,was,seebeck,9,4,1,1,1
plant,21,can,defenses,and,totals,matter,1,1,1,1,1
pre,21,times,discovery,gdp,boundary,maps,2,1,1,1,1
initially,21,painful,encouraged,begun,regarded,lying,1,1,1,1,1
latin,21,america,for,or,words,use,5,1,1,1,1
focus,21,on,of,more,his,to,11,4,1,1,1
scale,21,differs,in,is,for,manufacturing,1,1,1,1,1
churches,21,and,put,in,quite,served,4,1,2,1,1
russia,21,and,currently,would,or,at,5,1,1,1,1
describe,21,the,indigenous,it,his,ohm,5,1,1,1,1
accept,21,the,it,risks,this,programs,2,2,1,1,1
lives,21,of,and,at,would,both,4,3,1,1,1
staff,21,that,member,at,sling,and,1,1,1,1,1
teams,21,in,turned,made,or,to,2,1,1,1,1
goes,21,to,bankrupt,up,well,offstage,3,1,1,1,1
presence,21,of,in,and,#,#,14,2,1,0,0
distinct,21,from,neighborhoods,advantage,particulars,to,4,2,1,1,1
rates,21,of,for,and,include,around,4,2,2,1,1
deep,21,water,and,gorge,sea,penetrating,2,2,1,1,1
voice,21,circuits,types,reviewer,transmitters,communications,1,1,1,1,1
reducing,21,the,available,temperature,humidity,record,7,1,1,1,1
resulted,21,in,from,#,#,#,19,1,0,0,0
applied,21,to,in,by,it,at,14,1,1,1,1
arrived,21,at,on,the,than,late,2,1,1,1,1
appointed,21,a,to,surveyor,for,jean,4,2,1,1,1
mary,21,ann,was,textbook,wollstonecraft,magdalene,2,1,1,1,1
troops,21,were,in,near,wore,from,4,3,1,1,1
daughter,21,of,to,sally,rose,for,6,1,1,1,1
lived,21,in,with,for,as,partly,8,3,1,1,1
constructed,21,by,were,on,and,pad,2,1,2,1,1
possibly,21,due,some,since,cloths,under,1,1,1,1,1
distribution,21,of,on,would,undoubtedly,system,7,1,1,1,1
inside,21,the,a,his,convenience,plastic,7,3,1,1,1
letters,21,to,in,his,are,saying,2,2,1,1,1
leave,21,them,on,unwanted,oxford,from,2,1,1,1,1
describes,21,the,hot,intentional,satanism,learning,5,1,1,1,1
standards,21,and,of,as,into,web,3,3,1,1,1
conference,21,on,had,for,is,be,4,1,1,1,1
bodies,21,of,and,for,or,found,1,1,1,1,1
sfn,21,secretary,interpreted,kennedy,citation,when,1,1,1,1,1
methods,21,to,is,audubon,of,are,2,1,1,1,1
authorities,20,in,placed,because,during,has,2,1,1,1,1
vacuum,20,chamber,fluorescent,bubble,for,cleaners,1,1,1,1,1
magazine,20,cover,was,of,named,readers,1,1,1,1,1
la,20,musique,diligente,torre,phénoménologie,bassée,1,1,1,1,1
award,20,for,hall,to,winners,recognizes,8,1,1,1,1
concepts,20,and,as,were,within,he,3,1,1,1,1
really,20,exist,hard,more,get,expected,2,1,1,1,1
importance,20,of,to,and,in,as,11,3,1,1,1
individuals,20,with,and,within,should,involved,4,2,1,1,1
onto,20,a,the,an,them,pilate,7,7,1,1,1
paper,20,tape,is,e,clip,would,3,2,1,1,1
expansion,20,interface,pack,coefficient,was,can,2,1,1,2,1
safety,20,course,creation,to,in,requirements,1,1,1,1,1
helped,20,to,him,the,launch,bring,4,2,1,1,1
track,20,up,and,with,was,were,1,1,1,1,1
raised,20,by,an,enough,several,a,1,1,1,1,1
moon,20,would,occurred,poya,itself,because,1,1,1,1,1
why,20,the,his,we,a,her,3,1,1,1,1
refused,20,to,access,as,the,his,12,1,1,1,1
coast,20,of,until,heike,jazz,indy,2,1,1,1,1
practices,20,are,and,on,of,imposed,1,1,1,1,1
officials,20,and,immunity,loyal,were,below,2,1,1,1,1
spent,20,a,in,time,nearly,several,2,2,1,1,1
considerable,20,condemnation,resources,fire,reputation,emphasis,1,1,1,1,1
fourth,20,degree,volume,series,round,ever,2,2,1,1,1
birth,20,to,date,of,certificate,defects,3,2,2,1,1
circuit,20,of,is,a,the,to,2,1,1,1,1
discovered,20,the,wrestling,that,lines,saul,4,1,1,1,1
sought,20,to,asylum,a,refuge,by,12,1,1,1,1
fixed,20,but,telephony,image,for,point,1,1,1,1,1
told,20,the,to,him,by,al,3,2,2,1,1
mainly,20,mined,analyzes,to,between,based,1,1,1,1,1
refer,20,to,#,#,#,#,20,0,0,0,0
pass,20,from,ran,convert,receptions,laws,1,1,1,1,1
format,20,main,a,introduction,that,the,2,1,1,1,1
electronic,20,structure,commerce,processing,test,artists,2,1,1,1,1
preferred,20,for,over,before,beverage,phylogeny,3,1,1,1,1
extended,20,to,service,by,manhunt,conjugation,4,2,2,1,1
visible,20,in,over,southern,for,breaking,2,1,1,1,1
cut,20,off,from,down,due,human,2,1,1,1,1
display,20,at,in,output,it,either,2,2,1,1,1
radiation,20,to,detector,tolerance,causes,pressure,1,1,1,1,1
catholic,20,church,majority,families,parentage,forces,6,1,1,1,1
increasingly,20,precise,literate,interested,prominent,devolved,1,1,1,1,1
extremely,20,high,thin,small,rigid,large,4,1,1,1,1
depending,20,on,upon,#,#,#,19,1,0,0,0
achieve,20,a,their,these,common,loyalty,6,1,1,1,1
maximum,20,of,takeoff,safety,and,size,5,1,1,1,1
ways,20,to,of,in,policy,towards,5,3,1,1,1
sales,20,and,failed,expectations,analysis,double,1,1,1,1,1
computers,20,now,would,were,also,there,1,1,1,1,1
defined,20,as,by,what,to,for,5,3,1,1,1
improved,20,the,action,to,in,measurement,2,1,1,1,1
houses,20,in,have,date,went,many,1,1,1,1,1
ice,20,that,skating,to,and,became,2,1,1,1,1
sign,20,the,requesting,for,error,dutchman,2,1,1,1,1
month,20,later,is,and,number,correct,2,1,1,1,1
question,20,was,is,about,his,the,2,2,1,1,1
contain,20,a,the,gas,many,matthew,3,2,1,1,1
receive,20,them,higher,contracts,heat,a,1,1,1,1,1
sexual,19,orientation,and,maturity,interest,prowess,2,2,2,1,1
usage,19,of,the,they,distinguishes,are,4,2,1,1,1
constitution,19,would,was,of,that,to,1,1,2,1,1
agreement,19,with,on,in,was,allowed,3,2,2,1,1
traditionally,19,been,made,a,including,distinguishes,2,1,1,1,1
piece,19,of,called,for,is,from,6,1,1,1,1
featured,19,in,a,the,saying,two,4,3,1,1,1
acts,19,as,of,pursued,during,which,3,3,1,1,1
soldiers,19,as,began,who,moved,in,1,1,1,1,1
operated,19,by,the,on,a,correctly,6,3,1,1,1
sides,19,of,carried,like,the,now,2,1,1,1,1
fish,19,historically,could,was,art,from,1,1,1,1,1
stated,19,that,in,she,#,#,15,2,1,0,0
follows,19,the,a,that,next,from,2,3,2,1,1
leader,19,in,of,hassan,ernst,situation,3,3,1,1,1
card,19,games,higher,or,license,deck,2,1,1,1,1
otherwise,19,during,go,be,illicit,very,1,1,1,1,1
expected,19,to,the,swedish,reward,that,6,2,1,1,1
tried,19,to,again,and,a,escaping,14,1,1,1,1
publishing,19,company,house,under,salon,on,3,2,1,1,1
greek,19,patriarch,myths,chole,κρύος,cheiromangana,1,1,1,1,1
typical,19,of,use,representation,biologists,voice,4,1,1,1,1
writer,19,and,rut,kostas,whom,leonid,3,1,1,1,1
ended,19,the,up,his,on,in,4,4,2,1,1
officers,19,helped,stand,soon,training,and,1,1,1,1,1
meant,19,to,that,the,it,by,7,5,1,1,1
operations,19,into,related,were,can,to,1,1,1,1,1
episode,19,iii,we,the,concept,#,1,1,1,1,0
engineering,19,corporation,or,is,discipline,bricks,1,1,1,1,1
inner,19,defensive,integument,courtyard,lower,alia,1,1,1,1,1
proposed,19,to,that,requesting,national,and,5,2,1,1,1
showed,19,that,the,empathy,up,major,8,1,1,1,1
shall,19,be,do,provide,never,attract,4,2,1,1,1
path,19,between,of,always,for,has,4,2,1,1,1
moving,19,to,forward,diagonally,both,pulley,2,1,1,1,1
hands,19,of,dirty,on,shut,and,8,1,1,1,1
child,19,and,concessions,is,forced,in,2,1,1,1,1
easily,19,a,seen,understood,recognizable,formable,1,2,1,1,1
mission,19,control,system,to,the,of,2,1,1,1,1
audience,19,with,sympathy,knows,would,was,2,1,1,1,1
theories,19,of,to,have,organize,as,6,1,1,1,1
differences,19,in,with,being,between,or,7,2,1,2,1
device,19,does,is,as,at,firmware,2,2,1,1,1
combination,19,of,to,are,with,produces,14,1,1,1,1
college,19,and,students,graduation,scrapped,never,2,1,1,1,1
tree,19,coalition,was,sassafras,rings,and,1,1,1,1,1
build,19,a,and,on,up,nests,4,2,2,1,1
managed,19,to,the,as,by,capitalism,12,2,1,1,1
hair,18,and,cells,darkens,products,or,3,3,1,1,1
note,18,that,main,was,names,however,9,2,1,1,1
parliament,18,to,in,of,grows,citation,2,1,1,1,1
dna,18,studies,between,model,generated,template,1,1,1,1,1
expression,18,of,by,for,library,both,8,1,1,1,1
james,18,harris,cook,belatedly,renounced,would,1,1,1,1,1
fight,18,the,in,started,seemed,ensued,4,2,1,1,1
attention,18,to,from,afforded,as,outside,5,1,1,1,1
unable,18,to,or,#,#,#,17,1,0,0,0
advanced,18,to,when,research,multimedia,marine,2,1,1,1,1
decision,18,to,was,making,that,for,7,3,1,1,1
measurements,18,of,done,and,indicate,remain,2,2,2,1,1
owned,18,by,houses,a,since,the,8,1,2,1,1
industrial,18,versions,areas,pollution,magnets,life,1,1,1,1,1
completely,18,set,cognate,loyal,defeated,without,1,1,1,1,1
kept,18,in,on,firing,her,physically,3,2,1,1,1
tour,18,in,on,around,sees,covering,4,2,1,1,1
don,18,know,go,mind,come,drive,3,2,2,1,1
serious,18,the,problem,scenes,conditions,breach,1,1,1,1,1
somewhat,18,similar,corrupt,more,confusing,resemble,2,1,1,1,1
carbon,18,dioxide,arc,monoxide,forms,the,4,2,2,1,1
rare,18,and,printings,condition,ones,circumstances,2,1,1,1,1
web,18,browsers,series,itself,conference,address,1,1,1,1,1
net,18,as,decrease,profit,must,balance,1,1,1,1,1
cover,18,of,the,both,for,versions,3,2,1,1,1
hospital,18,and,also,each,care,records,2,1,1,1,1
cards,18,of,to,like,did,rather,1,1,1,1,1
contemporary,18,german,art,sociological,usage,medicine,1,1,1,1,1
movements,18,of,in,and,failure,they,3,2,2,1,1
oxygen,18,and,in,ratio,to,into,3,2,1,1,1
processes,18,of,may,and,offset,#,3,1,1,1,0
joined,18,vice,armstrong,them,as,president,1,1,1,1,1
signed,18,a,by,with,to,for,4,3,1,1,1
suggested,18,that,a,as,diluting,keats,8,2,1,1,1
charles,18,also,v,first,receives,addams,1,1,1,1,1
protect,18,the,and,himself,trust,paris,6,2,1,1,1
floor,18,space,height,of,in,buttons,2,1,1,1,1
israel,18,demonstrated,interest,would,defense,new,1,1,1,1,1
regional,18,balance,panel,transport,private,institution,1,1,1,1,1
copies,18,of,were,are,sold,it,6,1,1,1,1
unknown,18,group,red,though,although,and,1,1,1,1,1
risk,18,of,cards,because,their,increases,9,1,1,1,1
deal,18,with,of,is,focused,regarding,8,4,1,1,1
article,18,in,by,questioned,appeared,series,2,1,1,1,1
canadian,18,rivers,traders,doubles,firms,citizenship,2,1,1,1,1
port,18,adelaide,for,project,finished,to,3,3,1,1,1
determine,18,the,which,proper,what,whether,5,2,1,1,1
brown,18,bear,disputes,protactinium,has,trucker,2,1,1,1,1
prevent,18,falling,longshore,relapse,one,global,1,1,1,1,1
normally,18,built,causes,kill,be,every,1,1,1,1,1
classes,18,of,i,made,were,in,3,2,1,1,1
silver,18,and,crystal,reached,pc,plates,5,2,1,1,1
carry,18,a,out,the,an,up,4,4,3,1,1
concept,18,of,that,should,for,album,6,1,1,1,1
requires,18,a,the,that,two,redemption,4,3,2,2,1
h,18,at,is,bidmead,or,s,1,1,1,1,1
reality,18,in,show,itself,processing,that,1,1,1,1,1
louis,18,was,x,farrakhan,tried,from,2,1,1,1,1
thousands,18,of,were,died,#,#,15,2,1,0,0
wind,18,speeds,be,is,continued,varies,1,1,1,1,1
spain,18,in,economic,and,had,never,2,1,2,1,1
prayer,18,does,wheels,relates,leaders,there,1,1,1,1,1
explained,18,in,that,to,the,his,3,3,1,1,1
richard,18,bauckham,matheson,mulcahy,in,casey,1,1,1,1,1
represent,18,the,an,distances,companies,a,7,1,1,1,1
plane,17,waves,contain,of,crash,surface,3,1,1,1,1
useful,17,to,area,degree,concept,because,3,1,1,1,1
locations,17,in,of,for,and,where,3,2,1,1,1
techniques,17,have,are,for,and,to,2,2,2,1,1
die,17,in,pfarherrn,as,jungen,before,1,1,1,1,1
solar,17,radiation,heat,system,disc,surface,3,1,1,1,1
wear,17,a,even,rings,home,clothes,3,1,1,1,1
opposed,17,to,the,measures,his,by,10,3,1,1,1
operate,17,on,in,restaurants,without,independent,3,3,1,1,1
worldwide,17,and,to,hit,citation,renowned,2,1,1,1,1
airport,17,and,in,called,will,schiphol,3,2,1,1,1
controlled,17,by,and,the,environment,conditions,7,2,1,1,1
transportation,17,is,various,and,service,was,1,1,2,1,1
w,17,is,#,#,#,#,1,0,0,0,0
purposes,17,of,since,by,deliberately,as,2,1,1,1,1
crime,17,and,to,rate,families,squad,2,1,1,1,1
compounds,17,contribute,than,and,can,are,1,1,1,1,1
fields,17,reach,emerging,for,may,was,1,1,1,1,1
job,17,with,opportunities,dissatisfaction,specialization,tears,1,1,1,1,1
suffered,17,an,the,slumps,c,frequent,1,1,1,1,1
conducted,17,by,a,from,systematic,the,5,3,1,1,1
want,17,to,their,everyone,which,the,6,2,1,1,1
glass,17,mirrors,industries,became,doors,window,2,1,1,1,1
communities,17,have,in,may,being,throughout,1,1,1,1,1
connected,17,to,and,bsss,deeply,at,11,1,1,1,1
master,17,system,flaming,sword,sfn,plan,3,1,1,1,1
noted,17,that,above,the,in,by,5,2,2,2,1
pattern,17,of,matching,will,chart,has,6,1,1,1,1
shot,17,him,by,dead,down,partially,1,1,1,1,1
existing,17,ones,cos,cdu,ofdm,constitutional,1,1,1,1,1
ones,17,but,of,whose,who,by,1,1,1,1,1
coming,17,to,on,decades,at,from,5,2,1,1,1
married,17,the,in,efrem,abraham,again,1,3,1,1,1
jesus,17,was,and,in,takes,back,2,2,1,1,1
transfer,17,is,money,to,from,cases,2,1,1,1,1
share,17,a,of,in,the,coded,4,4,2,2,1
ocean,17,waters,water,surrounds,nearby,current,2,1,1,1,1
remaining,17,japanese,power,integral,queen,fully,1,1,1,1,1
mathematics,17,and,selected,in,more,student,5,1,1,1,1
difference,17,between,of,in,is,include,7,2,2,1,1
outer,17,layers,ocean,visual,covering,integument,1,1,1,1,1
indicate,17,that,a,grammatical,his,whether,4,4,1,1,1
dark,17,equatorial,magic,side,matter,goddess,1,1,1,1,1
index,17,of,to,fingers,less,idealized,3,2,1,1,1
pro,17,foreign,free,ira,camp,quo,1,1,1,1,1
entirely,17,perished,lost,dependent,close,classical,1,1,1,1,1
organized,17,by,although,according,under,conspiracies,2,1,1,1,1
animal,17,hair,he,lineages,to,feed,1,1,1,1,1
resources,17,for,occurred,to,used,became,2,1,3,1,1
normal,17,enzyme,change,sense,jumping,circulation,1,1,1,1,1
workers,17,and,who,was,that,to,3,1,1,1,1
vote,17,in,of,to,from,irrespective,3,2,1,1,1
crown,17,prince,block,regulation,should,income,2,1,1,1,1
going,17,to,through,back,there,on,5,2,1,1,1
formula,17,is,can,representing,if,for,2,1,1,1,1
showing,17,the,natives,connection,surrounding,in,2,1,1,1,1
references,16,to,bibliography,below,from,external,7,1,1,1,1
imperial,16,units,guard,trans,capital,general,2,1,1,1,1
treated,16,differently,the,by,him,he,2,2,1,1,1
violence,16,and,is,charges,was,in,4,2,1,1,1
pieces,16,of,used,so,that,in,4,1,1,1,1
committee,16,in,of,report,members,headed,4,2,1,1,1
doing,16,so,the,something,kindergym,this,8,2,1,1,1
straight,16,for,through,to,engine,year,1,1,2,1,1
belief,16,that,or,and,in,system,6,2,1,2,1
got,16,the,to,milk,everything,baptized,4,2,1,1,1
executive,16,power,director,education,educational,editor,3,3,1,1,1
debate,16,over,as,expanded,surrounds,was,2,1,1,1,1
rank,16,of,among,factorization,and,second,3,1,1,1,1
requirements,16,for,are,specified,along,that,2,3,1,1,1
costs,16,of,are,is,has,met,2,2,1,1,1
activity,16,in,level,by,and,is,2,1,1,1,1
fast,16,as,enough,carrier,in,one,4,3,1,1,1
argued,16,that,unsuccessfully,from,with,the,12,1,1,1,1
interests,16,of,was,be,necessitate,by,4,1,1,1,1
rapidly,16,became,and,extinguish,self,mixes,1,1,1,1,1
choice,16,of,for,in,to,and,8,3,2,1,1
conflict,16,between,with,in,continue,by,4,3,1,1,1
leadership,16,challenge,essentially,in,rival,abroad,1,1,1,1,1
centre,16,for,with,at,began,between,2,1,1,1,1
match,16,all,against,day,away,growing,1,1,1,1,1
primarily,16,of,through,by,at,wore,2,2,1,1,1
revealed,16,that,by,declining,himself,the,5,1,1,1,1
intelligence,16,have,detected,unit,from,peaks,1,1,1,1,1
bit,16,error,of,more,per,is,4,2,1,1,1
race,16,were,or,ahead,started,was,2,1,1,1,1
occurs,16,when,at,with,around,as,3,1,1,1,1
viewed,16,as,from,with,the,tribute,6,3,2,1,1
student,16,body,who,representative,union,newspaper,1,1,1,1,1
ago,16,we,dried,in,as,guthrie,1,1,1,1,1
block,16,is,of,numbering,cipher,under,2,1,1,1,1
powerful,16,that,nation,factions,original,is,1,1,1,1,1
attempted,16,to,seduction,escape,some,#,13,1,1,1,0
convention,16,of,and,each,complex,in,2,2,1,1,1
ordered,16,the,to,set,by,an,3,3,1,1,1
fell,16,from,by,to,into,out,3,2,2,1,1
greatly,16,to,influenced,by,increased,did,2,2,1,1,1
except,16,for,that,possibly,a,when,7,3,1,1,1
technical,16,difficulties,improvements,fire,services,sense,1,1,1,1,1
secondary,16,product,or,element,role,schools,1,1,1,1,1
density,16,of,flow,is,method,increases,4,1,1,1,1
heard,16,on,the,of,in,and,2,2,2,1,1
reduce,16,the,unwanted,total,water,hirsutism,8,1,1,1,1
composition,16,of,it,strategy,have,varies,3,1,1,1,1
communication,16,is,to,systems,with,over,3,1,1,1,1
solutions,16,that,is,of,at,using,2,2,2,1,1
academy,16,of,format,award,high,dean,7,1,1,1,1
£,16,and,per,#,#,#,2,1,0,0,0
crew,16,of,on,began,member,fitted,3,1,1,1,1
justice,16,to,has,as,league,society,1,1,1,1,1
architecture,16,was,also,is,used,with,2,2,1,1,1
developing,16,economy,economies,executive,marksmanship,child,1,1,1,1,1
atoms,16,remain,replaces,roughly,and,forms,1,1,1,2,1
management,16,journal,contract,division,was,is,1,1,1,1,1
closer,16,to,papelbon,relation,resemble,an,11,1,1,1,1
super,16,bowls,noun,entity,electra,cantica,2,1,1,1,1
hour,16,and,later,angle,removing,or,2,1,1,1,1
efforts,16,to,that,aimed,by,required,7,1,1,1,1
writers,16,of,and,guild,such,do,2,2,2,1,1
plays,16,an,a,to,bridge,into,4,3,1,1,1
crystal,16,or,density,lattice,faces,structure,2,1,1,1,1
reduction,16,in,of,is,conflicts,relative,5,4,1,1,1
leaders,16,and,of,full,from,believed,3,3,1,1,1
alternative,16,medicine,uses,america,government,names,2,1,1,1,1
lee,16,to,sheridan,decision,was,did,1,1,1,1,1
host,16,address,an,language,this,a,2,1,1,1,1
nation,16,in,of,largest,that,was,2,1,1,1,1
identified,16,as,elements,by,with,based,10,1,1,1,1
beyond,16,the,that,one,relations,simple,4,2,1,1,1
bottom,15,without,stale,and,in,approaches,1,1,1,1,1
businesses,15,and,require,involved,e,engaged,3,1,1,1,1
engines,15,is,and,could,achieve,were,2,1,1,1,1
declared,15,a,the,secure,element,me,2,2,1,1,1
daily,15,news,press,journal,temperatures,sales,1,1,1,1,1
banks,15,of,or,had,match,could,3,1,1,1,1
extensive,15,wall,dental,education,repairs,landowner,1,1,1,1,1
mining,15,for,metal,company,effects,was,2,1,2,1,1
liquid,15,in,nitrous,can,displays,is,2,1,1,1,1
contributions,15,to,dropped,from,due,for,6,1,1,1,1
appearance,15,of,cumulonimbus,and,in,plug,4,1,1,2,1
ratio,15,of,ranges,tester,and,between,7,1,1,1,1
truth,15,is,value,bought,to,offers,2,2,1,1,1
instructions,15,for,were,emphasised,as,included,3,2,1,1,1
navy,15,named,wo,mark,from,and,2,1,1,1,1
hired,15,on,to,laverty,dale,the,2,1,1,1,1
immediately,15,after,be,loses,below,call,2,1,1,1,1
skills,15,of,were,saw,and,sfn,3,1,1,1,1
plot,15,against,through,line,as,the,1,1,1,1,1
planned,15,to,north,expansion,reorganization,the,5,1,1,1,1
subsequent,15,bets,macintosh,loss,feeling,moves,1,1,1,1,1
review,15,of,beforehand,and,drafts,process,5,1,1,1,1
observed,15,in,that,at,for,a,2,2,1,1,1
selection,15,of,by,also,is,further,4,1,1,1,1
criticized,15,her,for,an,gendered,by,1,1,1,1,1
newspaper,15,the,article,le,ad,content,2,1,1,1,1
officer,15,and,is,took,was,in,2,1,1,1,1
minor,15,scale,debate,differences,bank,and,2,1,1,1,1
nothing,15,to,was,rashly,honest,came,4,1,1,1,1
changing,15,the,population,climate,times,local,2,1,1,1,1
vary,15,substantially,according,from,the,depending,1,1,2,1,1
equivalent,15,to,resistors,in,round,level,6,1,1,1,1
plans,15,for,to,were,called,submitted,5,4,1,1,1
widespread,15,use,belief,among,drift,extinction,3,1,1,1,1
depth,15,of,charges,and,changes,at,4,2,1,1,1
understood,15,as,and,at,to,that,3,2,1,1,1
rapid,15,change,equilibration,succession,rail,runs,1,1,2,1,1
address,15,phase,spaces,space,people,the,2,2,1,1,1
printed,15,in,as,editions,down,ut,4,2,1,1,1
cast,15,to,iron,member,and,spells,1,1,1,1,1
urban,15,vii,crime,terms,expansion,area,1,1,1,1,1
firms,15,to,made,for,can,would,3,1,1,1,1
bring,15,him,forth,such,together,back,2,1,1,1,1
digital,15,sound,signatures,analysis,multimedia,or,2,1,1,1,1
et,15,al,grossière,salinas,tremors,des,11,1,1,1,1
discovery,15,of,and,in,protocol,#,10,2,1,1,0
drawn,15,from,by,considerable,final,upon,3,3,1,1,1
square,15,tile,game,stash,of,itself,1,1,1,1,1
strategy,15,invest,of,consists,lead,always,2,1,1,1,1
condition,15,is,of,known,as,has,4,1,1,1,1
encouraged,15,them,him,white,her,economic,2,2,1,1,1
stable,15,matter,until,to,analogues,ratio,1,1,1,1,1
agriculture,15,continues,organization,has,is,industry,1,1,2,1,1
popularity,15,of,as,to,among,than,6,2,1,1,1
boy,15,was,probably,of,say,against,1,1,1,1,1
van,15,buren,belgië,bynkershoek,doren,vihar,2,1,1,1,1
factor,15,in,of,for,was,today,6,2,2,1,1
identify,15,the,pitch,locations,species,with,4,1,1,1,1
electrons,15,to,tunnel,which,positrons,of,1,1,1,1,1
milk,14,in,and,foam,reconstituted,is,3,1,1,1,1
rich,14,in,class,semantic,source,offerings,4,1,1,1,1
currently,14,occupies,in,high,used,observed,1,1,1,1,1
sections,14,of,are,to,that,were,4,2,1,1,1
regarded,14,as,all,at,rigorously,poor,8,1,1,1,1
request,14,for,that,is,and,in,3,2,1,1,1
magnetic,14,fields,field,tape,dipole,susceptibility,2,2,1,1,1
anything,14,else,relevant,from,out,with,1,1,1,1,1
feet,14,tall,driven,to,of,lower,2,1,1,1,1
artillery,14,fire,shell,cadets,with,was,1,1,1,1,1
storage,14,is,facility,area,with,would,1,1,1,1,1
capable,14,of,#,#,#,#,14,0,0,0,0
origins,14,of,in,on,#,#,9,2,1,0,0
twenty,14,barons,in,minutes,trucks,rounds,1,1,1,1,1
visit,14,to,the,that,in,marked,5,3,1,1,1
bass,14,influence,drums,only,guitar,in,1,1,1,1,1
aspects,14,of,it,from,are,than,8,1,1,1,1
think,14,it,that,of,twice,there,5,3,2,1,1
